movie,year,production_budget,domestic_gross,foreign_gross,worldwide_gross,month,profit,profit_margin,roi,pct_foreign,match_key,popularity,release_date,original_language,vote_average,vote_count,genres,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,no_reported_box_office
Get Him to the Greek,2010,40000000,61153526,30302349,91455875,6,51455875,0.5626306128501859,1.286396875,0.3313329952832445,2010 Get Him to the Greek,8.485,6/4/2010,en,5.9,980,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Behind Enemy Lines,2001,40000000,58855732,0,58855732,11,18855732,0.3203720582389494,0.4713933,0,2001 Behind Enemy Lines,10.886,11/30/2001,en,6.1,705,"Action,Drama,Thriller,War",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,FALSE
The Lincoln Lawyer,2011,40000000,58009200,29135886,87145086,3,47145086,0.5409953465419726,1.17862715,0.3343376814155648,2011 The Lincoln Lawyer,11.812,3/18/2011,en,7.1,1525,"Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Horrible Bosses 2,2014,40000000,54445357,51500000,105945357,11,65945357,0.6224468808010152,1.648633925,0.4860996409686929,2014 Horrible Bosses 2,18.421,11/26/2014,en,6.2,2581,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Predators,2010,40000000,52000688,75233701,127234389,7,87234389,0.6856195851264708,2.180859725,0.5913000533212762,2010 Predators,16.216,7/3/2010,en,6.1,1979,"Action,Science Fiction,Adventure,Thriller",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,FALSE
The Odd Life of Timothy Green,2012,40000000,51853450,3395709,55249159,8,15249159,0.276007079,0.381228975,0.061461732,2012 The Odd Life of Timothy Green,9.216,8/15/2012,en,6.7,605,"Fantasy,Drama,Comedy,Family",0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,FALSE
Jersey Boys,2014,40000000,47047013,18235719,65282732,6,25282732,0.3872805445703467,0.6320683,0.2793344953762045,2014 Jersey Boys,6.933,6/20/2014,en,6.9,380,"Music,Drama",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,FALSE
Final Destination 5,2011,40000000,42587643,112423522,155011165,8,115011165,0.7419540715018819,2.875279125,0.7252608029879655,2011 Final Destination 5,13.392,8/12/2011,en,6,1701,"Horror,Mystery",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,FALSE
Widows,2018,40000000,42402632,31463456,73866088,11,33866088,0.4584795122763236,0.8466522,0.4259526509648108,2018 Widows,20.628,11/16/2018,en,6.5,941,"Crime,Thriller",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Sex Tape,2014,40000000,38543473,87526036,126069509,7,86069509,0.6827147157366973,2.151737725,0.6942680803175016,2014 Sex Tape,20.429,7/18/2014,en,5.3,2684,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Scream 4,2011,40000000,38180928,57808662,95989590,4,55989590,0.5832881461416806,1.39973975,0.6022388677772246,2011 Scream 4,16.082,4/11/2011,en,6.2,1610,"Horror,Mystery",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,FALSE
Paul,2011,40000000,37412945,63749161,101162106,3,61162106,0.6045950249394768,1.52905265,0.6301683853833568,2011 Paul,15.234,3/17/2011,en,6.5,3017,"Adventure,Comedy,Science Fiction",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
The Guilt Trip,2012,40000000,37134215,4160459,41294674,12,1294674,0.031352082,0.03236685,0.1007504987204887,2012 The Guilt Trip,8.939,12/19/2012,en,5.4,403,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Colombiana,2011,40000000,36665854,35629408,72295262,8,32295262,0.4467133959622416,0.80738155,0.4928318539048935,2011 Colombiana,10.584,8/26/2011,en,6.5,1371,"Action,Thriller,Crime,Drama",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
The Commuter,2018,40000000,36343858,65641573,101985431,1,61985431,0.6077871161813299,1.549635775,0.6436367661180938,2018 The Commuter,20.063,1/12/2018,en,6.2,2394,"Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Arthur,2011,40000000,33035397,14752546,47787943,4,7787943,0.162968785,0.194698575,0.3087085376325991,2011 Arthur,7.886,4/8/2011,en,5.5,399,"Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
Patriots Day,2016,40000000,31886361,20951628,52837989,12,12837989,0.2429689176853418,0.320949725,0.3965258405273524,2016 Patriots Day,15.435,12/21/2016,en,6.9,1337,"Action,Drama,Thriller,Crime,History",1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,FALSE
Morning Glory,2010,40000000,31011732,28783338,59795070,11,19795070,0.3310485295861348,0.49487675,0.481366407,2010 Morning Glory,10.595,11/10/2010,en,6.3,717,"Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
Grudge Match,2013,40000000,29807260,40000000,69807260,12,29807260,0.4269936966441599,0.7451815,0.573006303,2013 Grudge Match,7.918,12/25/2013,en,6,711,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The Nut Job 2: Nutty by Nature,2017,40000000,28370522,29067867,57438389,8,17438389,0.303601638,0.435959725,0.506070374,2017 The Nut Job 2: Nutty by Nature,8.975,8/11/2017,en,5.7,227,"Family,Animation,Adventure,Comedy",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
Resident Evil: The Final Chapter,2017,40000000,26844692,287256498,314101190,1,274101190,0.8726525041181793,6.85252975,0.9145348924020312,2017 Resident Evil: The Final Chapter,0.844,1/27/2017,en,5.9,1859,"Action,Horror,Science Fiction",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,FALSE
The House,2017,40000000,25584504,5607921,31192425,6,-8807575,-0.282362625,-0.220189375,0.179784707,2017 The House,9.62,6/30/2017,en,5.7,474,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Season of the Witch,2011,40000000,24827228,66299372,91126600,1,51126600,0.5610502312167907,1.278165,0.7275523502467995,2011 Season of the Witch,12.535,1/7/2011,en,5.3,1352,"Adventure,Fantasy,Action",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
Mechanic: Resurrection,2016,40000000,21218403,88520437,109738840,8,69738840,0.635498243,1.743471,0.8066463706013295,2016 Mechanic: Resurrection,16.302,8/26/2016,en,5.6,1929,"Action,Crime,Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Big Miracle,2012,40000000,20157300,5111380,25268680,2,-14731320,-0.582987319,-0.368283,0.2022812430249621,2012 Big Miracle,6.76,2/3/2012,en,6.6,250,"Adventure,Drama,Romance",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
A Thousand Words,2012,40000000,18450127,2340359,20790486,3,-19209514,-0.923956948,-0.48023785,0.1125687489941312,2012 A Thousand Words,8.017,3/8/2012,en,6.1,685,"Drama,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The Gunman,2015,40000000,10664749,7929478,18594227,3,-21405773,-1.151205318,-0.535144325,0.4264483809948109,2015 The Gunman,10.388,3/20/2015,en,5.7,583,"Action,Drama,Crime",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Paranoia,2013,40000000,7388654,8952113,16340767,8,-23659233,-1.447865513,-0.591480825,0.5478392170942772,2013 Paranoia,7.674,8/16/2013,en,5.7,518,"Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
The Hurricane Heist,2018,40000000,6115824,24847860,30963684,3,-9036316,-0.291835946,-0.2259079,0.8024839679929558,2018 The Hurricane Heist,13.335,3/9/2018,en,5.4,476,"Action,Crime,Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Victor Frankenstein,2015,40000000,5775076,25349291,31124367,11,-8875633,-0.285166699,-0.221890825,0.8144516159959173,2015 Victor Frankenstein,9.061,11/10/2015,en,5.8,1200,"Drama,Science Fiction,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,FALSE
Snowpiercer,2014,40000000,4563029,83506851,88069880,6,48069880,0.5458152094677544,1.201747,0.948188541,2014 Snowpiercer,14.735,6/27/2014,ko,6.8,4748,"Action,Science Fiction,Drama",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
Frankenweenie,2012,39000000,35287788,45863000,81150788,10,42150788,0.5194131694691615,1.080789435897436,0.5651577899650216,2012 Frankenweenie,14.627,10/5/2012,en,6.8,1685,"Animation,Comedy,Family",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
Captain Underpants: The First Epic Movie,2017,38000000,73921000,52656874,126577874,6,88577874,0.6997895540574492,2.3309966842105263,0.4160037796179133,2017 Captain Underpants: The First Epic Movie,18.31,6/2/2017,en,6,587,"Action,Animation,Comedy,Family",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
Paul Blart: Mall Cop 2,2015,38000000,71091594,36559052,107650646,4,69650646,0.647006299,1.8329117368421053,0.3396082918071852,2015 Paul Blart: Mall Cop 2,15.941,4/17/2015,en,5,900,"Action,Comedy,Family",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
Why Him?,2016,38000000,60323786,57101370,117425156,12,79425156,0.6763896145047489,2.0901356842105265,0.4862788515264991,2016 Why Him?,15.044,12/23/2016,en,6.2,2494,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Water for Elephants,2011,38000000,58709717,58100000,116809717,4,78809717,0.6746845983712125,2.073939921052632,0.4973901272271723,2011 Water for Elephants,6.209,4/22/2011,en,6.9,1627,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
Riddick,2013,38000000,42025135,52738623,94763758,9,56763758,0.5990028170896304,1.4937831052631578,0.5565273487782112,2013 Riddick,17.434,9/6/2013,en,6.2,2852,"Science Fiction,Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,FALSE
The 5th Wave,2016,38000000,34912982,76423416,111336398,1,73336398,0.6586920298966381,1.929905210526316,0.6864189732453891,2016 The 5th Wave,12.967,1/15/2016,en,5.8,3657,"Adventure,Science Fiction",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
Rush,2013,38000000,26947624,71283215,98230839,9,60230839,0.6131561087450348,1.5850220789473684,0.7256704282043239,2013 Rush,14.623,9/27/2013,en,7.7,3877,"Drama,Action",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Only the Brave,2017,38000000,18340051,6215126,24555177,10,-13444823,-0.547535169,-0.353811132,0.2531085807282106,2017 Only the Brave,14.163,10/20/2017,en,7,603,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The Thing,2011,38000000,16999934,10573144,27573078,10,-10426922,-0.378155895,-0.274392684,0.3834589667501031,2011 The Thing,12.349,10/14/2011,en,6.1,1404,"Horror,Science Fiction,Mystery,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,FALSE
The Sisters Brothers,2018,38000000,3143056,10000000,13143056,9,-24856944,-1.891260602,-0.654130105,0.760858053,2018 The Sisters Brothers,13.738,9/21/2018,en,7,590,"Comedy,Drama,Western",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
The Upside,2019,37500000,108235497,10789039,119024536,1,81524536,0.6849389104108753,2.1739876266666665,0.090645504,2019 The Upside,28.138,1/11/2019,en,7.3,274,"Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
What to Expect When You're Expecting,2012,37500000,41152203,47320813,88473016,5,50973016,0.5761419504450939,1.3592804266666667,0.5348615333741985,2012 What to Expect When You're Expecting,12.27,5/18/2012,en,5.9,1130,"Romance,Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
The Master,2012,37500000,16247159,34400257,50647416,9,13147416,0.2595871031209174,0.35059776,0.679210505,2012 The Master,12.829,9/14/2012,en,7.1,1323,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
We're the Millers,2013,37000000,150394119,117422157,267816276,8,230816276,0.8618455885033663,6.23827773,0.4384429458648734,2013 We're the Millers,14.746,8/7/2013,en,6.8,5231,"Comedy,Crime",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Creed,2015,37000000,109767581,63800000,173567581,11,136567581,0.7868265502876369,3.691015702702703,0.3675801646391557,2015 Creed,16.356,11/25/2015,en,7.3,4010,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The Town,2010,37000000,92186262,60380619,152566881,9,115566881,0.7574834082109865,3.1234292162162163,0.3957649170267825,2010 The Town,13.476,9/17/2010,en,7.1,2386,"Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Dolphin Tale,2011,37000000,72286779,23781945,96068724,9,59068724,0.6148590461136967,1.596452,0.2475513779073405,2011 Dolphin Tale,10.679,9/23/2011,en,6.8,327,"Drama,Family",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
Game Night,2018,37000000,69179066,48199018,117378084,2,80378084,0.6847793153618013,2.1723806486486485,0.4106304716986179,2018 Game Night,19.459,2/23/2018,en,6.9,2756,"Mystery,Comedy,Crime",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
Cop Out,2010,37000000,44875481,11034429,55909910,2,18909910,0.3382210774440524,0.5110786486486486,0.1973608793145973,2010 Cop Out,8.82,2/26/2010,en,5.4,796,"Action,Comedy,Crime",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The Rite,2011,37000000,33047633,64096354,97143987,1,60143987,0.6191220770051367,1.625513162162162,0.6598077346773918,2011 The Rite,9.676,1/28/2011,en,5.9,994,"Drama,Thriller,Horror",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,FALSE
Aloha,2015,37000000,21052030,4335061,25387091,5,-11612909,-0.457433622,-0.313862405,0.1707584772119026,2015 Aloha,9.685,5/29/2015,en,5.3,1226,"Drama,Comedy,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
Hot Tub Time Machine,2010,36000000,50269859,15697891,65967750,3,29967750,0.4542787953204407,0.8324375,0.2379631107624559,2010 Hot Tub Time Machine,10.15,3/26/2010,en,6,1383,"Science Fiction,Comedy,Adventure",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
Dolphin Tale 2,2014,36000000,42024533,15800000,57824533,9,21824533,0.3774268786571955,0.6062370277777778,0.2732404254782308,2014 Dolphin Tale 2,7.403,9/12/2014,en,6.7,173,"Family,Drama",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
Collateral Beauty,2016,36000000,31016021,54293072,85309093,12,49309093,0.5780051254325257,1.3696970277777778,0.6364277252367458,2016 Collateral Beauty,12.857,12/16/2016,en,7.2,3270,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
There Be Dragons,2011,36000000,1069334,2951656,4020990,5,-31979010,-7.953019033,-0.888305833,0.7340620096045999,2011 There Be Dragons,7.058,5/6/2011,en,5.1,93,"Drama,War",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
It,2017,35000000,327481748,369976221,697457969,9,662457969,0.9498177645741402,18.927370542857144,0.5304638235483405,2017 It,13.966,9/8/2017,en,7.2,10931,"Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,FALSE
True Grit,2010,35000000,171243005,81033923,252276928,12,217276928,0.8612635714352761,6.207912228571429,0.3212102019888239,2010 True Grit,13.118,12/22/2010,en,7.2,2816,"Drama,Adventure,Western",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
Identity Thief,2013,35000000,134506920,40854658,175361578,2,140361578,0.80041238,4.0103308,0.2329738273682733,2013 Identity Thief,13.553,2/9/2013,en,5.8,2230,"Comedy,Crime",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Horrible Bosses,2011,35000000,117538559,94879042,212417601,7,177417601,0.8352302265196941,5.069074314285714,0.4466628073819551,2011 Horrible Bosses,14.058,7/8/2011,en,6.5,3842,"Comedy,Crime",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Trainwreck,2015,35000000,110212700,30911197,141123897,7,106123897,0.7519909757027189,3.0321113428571427,0.2190358802237441,2015 Trainwreck,18.423,7/17/2015,en,5.8,1731,"Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
Saving Mr. Banks,2013,35000000,83299761,31662764,114962525,12,79962525,0.6955529638897545,2.284643571428572,0.275418133,2013 Saving Mr. Banks,9.585,12/20/2013,en,7.4,2050,"Comedy,Drama,History",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
A Nightmare on Elm Street,2010,35000000,63075011,54654610,117729621,4,82729621,0.7027086326898139,2.363703457142857,0.4642383924772849,2010 A Nightmare on Elm Street,9.795,4/30/2010,en,5.5,1408,"Horror,Mystery,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,FALSE
Secretariat,2010,35000000,59699513,676734,60376247,10,25376247,0.420301828,0.7250356285714286,0.011208613,2010 Secretariat,9.059,10/8/2010,en,7,200,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Friends with Benefits,2011,35000000,55802754,90793137,146595891,7,111595891,0.7612484240775889,3.1884540285714285,0.6193429869054106,2011 Friends with Benefits,14.019,7/21/2011,en,6.6,4637,"Romance,Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
Neighbors 2: Sorority Rising,2016,35000000,55340730,53416891,108757621,5,73757621,0.6781834718506761,2.1073606,0.4911553830328819,2016 Neighbors 2: Sorority Rising,17.662,5/20/2016,en,5.7,2829,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Sicario: Day of the Soldado,2018,35000000,50065850,25819346,75885196,6,40885196,0.5387769704119891,1.168148457142857,0.3402421995457454,2018 Sicario: Day of the Soldado,29.725,6/29/2018,en,6.7,1317,"Action,Crime,Drama,Thriller",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Poltergeist,2015,35000000,47425125,48287944,95713069,5,60713069,0.63432371,1.7346591142857142,0.5045073207296279,2015 Poltergeist,17.343,5/22/2015,en,5.1,1438,"Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,FALSE
Goosebumps 2: Haunted Halloween,2018,35000000,46697321,46594157,93291478,10,58291478,0.6248317558008889,1.6654708,0.499447088,2018 Goosebumps 2: Haunted Halloween,20.238,10/12/2018,en,5.6,428,"Adventure,Comedy,Fantasy,Family,Horror",0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,FALSE
12 Strong,2018,35000000,45819713,25298665,71118378,1,36118378,0.5078627918088908,1.0319536571428571,0.3557261246874894,2018 12 Strong,13.183,1/19/2018,en,5.6,1312,"War,Drama,History,Action",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,FALSE
Something Borrowed,2011,35000000,39046489,26037627,65084116,5,30084116,0.4622343798907862,0.8595461714285715,0.4000611608522116,2011 Something Borrowed,7.567,5/5/2011,en,6.1,591,"Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
In Time,2011,35000000,37553932,127550020,165103952,10,130103952,0.7880123426724516,3.717255771428571,0.7725437123394842,2011 In Time,18.912,10/28/2011,en,6.8,6245,"Action,Thriller,Science Fiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,FALSE
J. Edgar,2011,35000000,37306030,47300000,84606030,11,49606030,0.5863179019273212,1.4173151428571429,0.5590618068239345,2011 J. Edgar,8.628,11/9/2011,en,6.2,1303,"Drama,Crime,History",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
Mile 22,2018,35000000,36108758,30186363,66295121,8,31295121,0.4720576797800851,0.8941463142857143,0.4553331006063025,2018 Mile 22,21.246,8/17/2018,en,6,920,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Hot Pursuit,2015,35000000,34580201,11091311,45671512,5,10671512,0.2336579529050844,0.3049003428571428,0.2428496564773244,2015 Hot Pursuit,9.607,5/8/2015,en,5.6,1000,"Action,Comedy,Crime",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Concussion,2015,35000000,34531832,15831958,50363790,12,15363790,0.3050562715792437,0.4389654285714285,0.3143519977348805,2015 Concussion,12.809,12/25/2015,en,7.1,1435,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The Foreigner,2017,35000000,34393507,106389853,140783360,10,105783360,0.7513910734905034,3.0223817142857143,0.7556990613095184,2017 The Foreigner,14.616,10/13/2017,en,6.7,1086,"Action,Thriller,Drama",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Adrift,2018,35000000,31445011,26452180,57897191,6,22897191,0.3954801710500946,0.6542054571428572,0.4568819236843459,2018 Adrift,16.786,6/1/2018,en,6.7,1264,"Thriller,Romance,Adventure",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
Underworld: Blood Wars,2017,35000000,30353973,50855249,81209222,1,46209222,0.569014465,1.3202634857142856,0.6262250486773534,2017 Underworld: Blood Wars,18.976,1/6/2017,en,5.5,2318,"Action,Fantasy,Horror,Drama",1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,FALSE
